date,open,close,high,low,volume_from,volume_to
2018-02-27,0.3234,0.328,0.3349,0.3176,3720435.86,1216716.93
2018-02-28,0.328,0.3038,0.3322,0.301,4292622.5,1358702.77
2018-03-01,0.3026,0.3,0.3102,0.2824,8089845.61,2403187.45
2018-03-02,0.3,0.2891,0.3033,0.2842,5322421.67,1543670.78
2018-03-03,0.2891,0.2924,0.3056,0.2882,4235974.98,1249523.14
2018-03-04,0.2924,0.3,0.303,0.283,4204477.89,1216450.08
2018-03-05,0.3,0.295,0.3192,0.2888,5574654.41,1680221.76
2018-03-06,0.2934,0.277,0.299,0.2764,6658873.49,1894339.24
2018-03-07,0.277,0.2401,0.2829,0.225,9247705.06,2324290.92
2018-03-08,0.2401,0.2125,0.2478,0.211,8472256.31,1899731.93
2018-03-09,0.2125,0.2157,0.218,0.183,11892221.8,2351613.66
2018-03-10,0.2157,0.2003,0.2222,0.1959,9662993.08,2041925.48
2018-03-11,0.2003,0.219,0.2228,0.1896,8052809.29,1654913.0
2018-03-12,0.2189,0.218,0.2325,0.2088,10709900.16,2344672.77
2018-03-13,0.218,0.2174,0.225,0.21,4362665.73,948464.42
2018-03-14,0.2174,0.1933,0.2295,0.1863,9914103.5,2039418.87
2018-03-15,0.1933,0.1837,0.197,0.1672,14260485.68,2538075.8
2018-03-16,0.1837,0.1741,0.1837,0.171,12231398.97,2151653.19
2018-03-17,0.1741,0.15,0.1774,0.15,8897081.48,1423569.1
2018-03-18,0.152,0.155,0.165,0.1233,38867727.16,5398142.99
2018-03-19,0.1535,0.19,0.19,0.153,40690086.29,6906206.64
2018-03-20,0.1905,0.1989,0.2114,0.1747,22625535.99,4338367.4
2018-03-21,0.1989,0.2075,0.224,0.1969,21492092.26,4530665.75
2018-03-22,0.2076,0.1991,0.2169,0.1852,25917003.75,5063495.81
2018-03-23,0.1985,0.1883,0.1985,0.1797,15075299.09,2807868.89
2018-03-24,0.1885,0.1856,0.202,0.181,20030499.57,3789451.05
2018-03-25,0.1856,0.1836,0.1888,0.18,6730880.18,1246302.57
2018-03-26,0.1836,0.1652,0.1841,0.1559,17543627.32,2910211.57
2018-03-27,0.1652,0.1521,0.1669,0.1473,12497951.96,1941446.29
2018-03-28,0.1521,0.1583,0.1622,0.1519,7671563.95,1212852.29
2018-03-29,0.1583,0.1427,0.1599,0.1403,18739188.83,2764011.78
2018-03-30,0.1427,0.1439,0.15,0.1321,15097631.14,2098386.78
2018-03-31,0.1439,0.1504,0.1583,0.1393,10278387.35,1542939.84
2018-04-01,0.1504,0.1482,0.1571,0.1379,10876735.62,1587130.61
2018-04-02,0.1482,0.1528,0.1562,0.1459,7278351.04,1095738.14
2018-04-03,0.1527,0.1698,0.1711,0.1519,20767245.7,3359534.56
2018-04-04,0.1706,0.152,0.1766,0.1484,31379772.05,5069040.4
2018-04-05,0.1516,0.1459,0.1557,0.14,13409313.42,1963410.59
2018-04-06,0.1471,0.1418,0.1489,0.14,10749188.26,1522845.8
2018-04-07,0.1418,0.1458,0.1508,0.1411,15598624.46,2274792.87
2018-04-08,0.1458,0.1566,0.1587,0.1458,7086721.83,1083919.13
2018-04-09,0.1566,0.15,0.1658,0.1445,26665645.32,4117378.53
2018-04-10,0.15,0.1556,0.1578,0.1462,6429257.27,977217.32
2018-04-11,0.1556,0.1667,0.1686,0.1524,18243129.02,2917790.79
2018-04-12,0.1667,0.2166,0.221,0.1634,49153430.71,9427755.06
2018-04-13,0.2165,0.2002,0.2243,0.1954,33589461.27,7101712.41
2018-04-14,0.2002,0.2046,0.2142,0.1962,13454956.94,2746195.39
2018-04-15,0.2046,0.2272,0.2349,0.204,16744081.36,3689618.55
2018-04-16,0.2272,0.2577,0.2591,0.2114,41632903.32,9917913.89
2018-04-17,0.2577,0.2419,0.2752,0.2419,41499389.51,10645985.15
2018-04-18,0.2419,0.2631,0.2647,0.2416,9365118.18,2369562.99
2018-04-19,0.2631,0.2718,0.2755,0.2594,15212079.5,4093137.0
2018-04-20,0.2692,0.3019,0.3102,0.2668,22547720.81,6426070.42
2018-04-21,0.302,0.2852,0.3075,0.2681,20904198.96,5947149.81
2018-04-22,0.2852,0.2801,0.2965,0.2754,11811077.87,3401432.21
2018-04-23,0.2828,0.2892,0.2896,0.28,6064300.73,1732842.17
2018-04-24,0.2891,0.3081,0.3202,0.2833,19090217.15,5824894.93
2018-04-25,0.3104,0.2708,0.3112,0.2601,26528484.52,7422755.6
2018-04-26,0.2708,0.2933,0.2939,0.2562,12519089.64,3446762.46
2018-04-27,0.2933,0.2851,0.306,0.2841,14186149.97,4172989.64
2018-04-28,0.2851,0.3568,0.3645,0.281,27018577.14,8962774.04
2018-04-29,0.3559,0.3622,0.3884,0.3414,22788060.19,8366233.06
2018-04-30,0.3622,0.3382,0.365,0.3307,16000598.14,5561625.15
2018-05-01,0.3383,0.3571,0.3605,0.3183,15185545.76,5214682.32
2018-05-02,0.3556,0.3705,0.3763,0.3466,7321806.97,2663078.43
2018-05-03,0.3705,0.3672,0.3882,0.365,8600258.04,3215050.28
2018-05-04,0.3672,0.3572,0.3687,0.3462,9388065.65,3384128.91
2018-05-05,0.3572,0.3638,0.375,0.3572,5000840.39,1835429.28
2018-05-06,0.3638,0.3451,0.367,0.336,10362165.18,3575432.19
2018-05-07,0.3486,0.3326,0.3494,0.3142,8831617.37,2893725.9
2018-05-08,0.3326,0.3226,0.3449,0.3161,6024921.02,1987029.06
2018-05-09,0.3226,0.319,0.3249,0.2967,8522548.61,2640164.55
2018-05-10,0.319,0.2923,0.3235,0.2903,7088654.99,2190992.43
2018-05-11,0.2923,0.257,0.2939,0.2479,24188507.7,6436946.28
2018-05-12,0.257,0.2622,0.279,0.2331,16129023.81,4174992.51
2018-05-13,0.2622,0.2764,0.2845,0.257,7166005.17,1955815.75
2018-05-14,0.2773,0.2673,0.278,0.2505,12284549.8,3238880.28
2018-05-15,0.2673,0.2557,0.2757,0.2513,4377398.52,1154681.27
2018-05-16,0.2536,0.253,0.2553,0.2384,6463351.18,1583201.58
2018-05-17,0.253,0.24,0.2612,0.238,6411368.27,1611671.99
2018-05-18,0.24,0.2443,0.2525,0.2302,5181705.24,1240414.32
2018-05-19,0.2443,0.2411,0.2479,0.2353,2581216.49,623658.6
2018-05-20,0.2411,0.2555,0.2601,0.2384,4719209.99,1180651.01
2018-05-21,0.2555,0.246,0.26,0.2431,3861976.41,968287.32
2018-05-22,0.246,0.2219,0.2473,0.219,7212825.97,1688622.45
2018-05-23,0.221,0.2,0.2227,0.1928,14993850.37,3092881.46
2018-05-24,0.2,0.2061,0.2111,0.1881,13375057.25,2692849.08
2018-05-25,0.2083,0.1986,0.2095,0.1911,5656163.29,1130683.7
2018-05-26,0.1988,0.1954,0.2047,0.1924,5823859.62,1161022.18
2018-05-27,0.1954,0.1936,0.1956,0.1835,5016612.07,959500.2
2018-05-28,0.1936,0.1735,0.195,0.1711,7475753.19,1354353.75
2018-05-29,0.1718,0.2024,0.2147,0.1709,13239913.52,2594004.46
2018-05-30,0.2016,0.2109,0.2168,0.1963,10980914.82,2247960.29
2018-05-31,0.2109,0.2229,0.2282,0.2034,10319021.19,2278018.77
2018-06-01,0.2229,0.2203,0.2277,0.2142,5883460.91,1292241.48
2018-06-02,0.2203,0.2262,0.2294,0.2168,5294120.49,1188119.57
2018-06-03,0.2262,0.226,0.2363,0.2206,6268488.06,1443692.6
2018-06-04,0.226,0.2112,0.2314,0.2049,7558153.33,1635230.17
2018-06-05,0.2112,0.2181,0.2217,0.2024,9618782.32,2026229.27
2018-06-06,0.2181,0.2149,0.2199,0.2072,7299727.22,1560990.06
2018-06-07,0.2149,0.2101,0.219,0.2049,6075182.87,1284469.46
2018-06-08,0.2101,0.205,0.2111,0.2002,5040967.2,1028562.41
2018-06-09,0.205,0.2005,0.2097,0.2002,1880273.62,385347.36
2018-06-10,0.2005,0.1745,0.2005,0.1685,14815437.34,2714543.69
2018-06-11,0.1743,0.1795,0.1808,0.1648,9266018.56,1589223.93
2018-06-12,0.1786,0.1646,0.181,0.159,9841996.5,1658740.83
2018-06-13,0.1646,0.1592,0.1655,0.146,11053659.71,1711454.33
2018-06-14,0.1569,0.17,0.1748,0.1499,15342692.09,2554696.61
2018-06-15,0.17,0.1607,0.171,0.1595,5255323.27,868891.71
2018-06-16,0.1607,0.162,0.1647,0.1578,3378740.84,544381.03
2018-06-17,0.162,0.1601,0.1644,0.16,1743918.54,283019.01
2018-06-18,0.1601,0.1643,0.1685,0.1557,5627014.87,910209.3
2018-06-19,0.1643,0.1658,0.1709,0.1612,6307021.89,1040703.28
2018-06-20,0.1669,0.1621,0.1669,0.1567,7666561.37,1219764.79
2018-06-21,0.1615,0.1588,0.1635,0.157,3504037.07,559349.71
2018-06-22,0.1588,0.1384,0.1592,0.1347,11646877.96,1668020.71
2018-06-23,0.1384,0.1373,0.142,0.1334,4627533.38,636554.94
2018-06-24,0.1378,0.1305,0.138,0.1196,10976006.38,1396590.14
2018-06-25,0.1305,0.1355,0.1387,0.1265,6965234.04,932408.71
2018-06-26,0.1355,0.125,0.1356,0.125,3682267.59,478322.38
2018-06-27,0.125,0.1271,0.1279,0.123,3487820.9,439238.29
2018-06-28,0.1271,0.1185,0.1287,0.117,3964521.4,489681.91
2018-06-29,0.1186,0.1247,0.1268,0.1132,7935997.28,946429.13
2018-06-30,0.1247,0.1385,0.1437,0.1247,12655341.69,1699030.55
2018-07-01,0.1385,0.1425,0.1459,0.1331,6637274.5,926590.67
2018-07-02,0.1425,0.1535,0.1596,0.1376,15693795.43,2372276.76
2018-07-03,0.1535,0.1498,0.161,0.1475,10553067.83,1635259.05
2018-07-04,0.1498,0.1511,0.1595,0.1456,8262561.38,1261253.59
2018-07-05,0.1511,0.148,0.1558,0.143,9243047.71,1369781.8
2018-07-06,0.1475,0.1446,0.1475,0.1386,7854304.52,1125120.37
2018-07-07,0.1446,0.1485,0.1485,0.1375,4558570.79,644762.59
2018-07-08,0.1485,0.1451,0.1495,0.1432,4445941.92,652408.36
2018-07-09,0.1451,0.1392,0.1463,0.1392,3878502.55,554619.56
2018-07-10,0.1392,0.128,0.1406,0.1268,12094020.64,1604756.02
2018-07-11,0.128,0.1308,0.134,0.1249,5095356.0,657459.15
2018-07-12,0.1308,0.1258,0.131,0.1241,1279759.82,161469.42
2018-07-13,0.1269,0.1374,0.1436,0.1259,25194205.61,3461495.95
2018-07-14,0.1374,0.1366,0.1392,0.1341,17389086.49,2375837.85
2018-07-15,0.1369,0.1426,0.1455,0.1401,11818796.21,1685058.98
2018-07-16,0.1426,0.1567,0.1585,0.1509,15420832.32,2416365.39
2018-07-17,0.1566,0.1716,0.1747,0.1592,24116116.22,4138970.26
2018-07-18,0.1716,0.1803,0.1887,0.1644,52347780.52,9435961.01
2018-07-19,0.1803,0.1818,0.1869,0.1662,44042028.77,8006371.12
2018-07-20,0.1818,0.161,0.1764,0.1607,34805920.68,5605277.45
2018-07-21,0.161,0.1636,0.1671,0.1598,17490016.08,2861770.58
2018-07-22,0.1636,0.1693,0.1748,0.1618,15733945.93,2664236.93
2018-07-23,0.1695,0.1641,0.1727,0.1639,22695820.43,3724723.44
2018-07-24,0.1641,0.1734,0.1792,0.1699,21931911.38,3803526.36
2018-07-25,0.1734,0.1724,0.1741,0.1679,32787916.76,5653992.7
2018-07-26,0.1725,0.1642,0.1695,0.162,12312152.38,2021722.67
2018-07-27,0.164,0.1657,0.1686,0.1596,13450895.42,2228902.58
2018-07-28,0.1657,0.1641,0.1659,0.1615,10179333.8,1670765.26
2018-07-29,0.164,0.1626,0.1637,0.1607,8189173.61,1331264.33
2018-07-30,0.1625,0.1534,0.1597,0.1508,13698757.05,2100820.89
2018-07-31,0.1533,0.1419,0.1458,0.1371,22440474.52,3183529.5
2018-08-01,0.1417,0.1398,0.1421,0.1348,13787147.19,1927094.68
2018-08-02,0.1398,0.1309,0.1372,0.1289,14576414.08,1907913.22
2018-08-03,0.1307,0.1298,0.1345,0.1288,19959079.53,2591448.13
2018-08-04,0.1298,0.1261,0.13,0.1243,13197457.09,1663680.92
2018-08-05,0.1261,0.1305,0.1314,0.1264,12514832.96,1633599.1
2018-08-06,0.1306,0.1294,0.1332,0.1269,12509085.63,1618951.13
2018-08-07,0.1294,0.1235,0.1256,0.118,21908521.79,2705110.87
2018-08-08,0.1235,0.1128,0.1167,0.1099,22999876.64,2594900.39
2018-08-09,0.1129,0.122,0.1252,0.105,25512783.64,3112405.4
2018-08-10,0.1221,0.1145,0.1157,0.1075,23301757.66,2667844.36
2018-08-11,0.1146,0.11,0.1147,0.1087,24439757.56,2688365.0
2018-08-12,0.1101,0.1117,0.112,0.1095,11062966.12,1235954.8
2018-08-13,0.1117,0.1013,0.1044,0.09904,15359133.21,1555651.31
2018-08-14,0.1013,0.09354,0.09925,0.09198,29480283.11,2757585.42
2018-08-15,0.09351,0.09377,0.09782,0.09194,22838634.12,2141474.03
2018-08-16,0.09377,0.09467,0.09665,0.09287,14032326.36,1328477.94
2018-08-17,0.09467,0.1098,0.1112,0.1036,21784583.93,2391597.65
